model,avg_eps,eps_sd,in_rmse,secs,true_mean,bias,eps_rmse,eps_corr
pooled_loglog,0.8706536042743998,2.220446049250313e-16,1.302516515309973,0.2,1.6559839679481176,-0.7853303636737177,1.0583637997266602,
twoway_fe,0.96357692156661,0.0,0.6487074048429655,2.3,1.6559839679481176,-0.6924070463815076,0.9913716106197128,
poisson_glm,2.2017461607245217,0.0,4.314982812588767,17.8,1.6559839679481176,0.545762192776404,0.895123747605921,
lgbm_demand,1.0784652857000852,0.8570347825264297,0.7377418932940718,4.8,1.6559839679481176,-0.5775186822480325,1.089568425660972,0.3159748856906316
dml_partialling,1.5823273456440528,2.220446049250313e-16,0.7503497872924432,22.4,1.6559839679481176,-0.07365662230406511,0.7133130101667876,
r_learner,1.522832874391998,0.8658884244184414,0.7503497872924432,23.0,1.6559839679481176,-0.13315109355611954,0.8992502582103461,0.37619661019188116
shrunk_per_product,0.5305530132177965,0.7798368864086799,0.8888048571936253,17.4,1.6559839679481176,-1.0934262622359046,1.222664404406363,0.7339751994603765
