elasticity_mean,mean_eps,sd_eps,true_mean,true_sd,oracle_bias,oracle_rmse,oracle_corr,vus,ceiling,vus_norm,verdict,chance
0.0,0.2110796675385147,1.3973391645151865,0.42035164633845795,0.39314978110575977,-0.20927197879994325,1.433467480190481,0.08745504594048943,0.174918,0.1912621258190429,0.3354819799140098,plausible,0.16666666666666666
0.5,0.4554046658957398,1.420472287677697,0.7366794612515197,0.5484884392443476,-0.2812747953557799,1.4784126362557346,0.13604751602805704,0.170088,0.19702465291476493,0.11269961404464554,plausible,0.16666666666666666
1.0,0.9607236844951463,1.4131201962401774,1.1585212830961564,0.6473237530741096,-0.1977975986010101,1.454333803367004,0.18582956839669043,0.170878,0.2265897507186515,0.07027898179739718,plausible,0.16666666666666666
1.66,1.3512044671077028,1.4218894643163085,1.7885978989355993,0.7015314160989927,-0.4373934318278965,1.5103559816991126,0.21255826778607162,0.174592,0.24900570531185945,0.09625243947144439,plausible,0.16666666666666666
2.5,1.9129373866585282,1.463287134390636,2.621633434199454,0.7033715641333933,-0.7086960475409256,1.6449911893317117,0.20995936510280427,0.17595,0.2830540462583046,0.07976237085073368,plausible,0.16666666666666666
