elasticity_sd,mean_eps,sd_eps,true_mean,true_sd,oracle_bias,oracle_rmse,oracle_corr,vus,ceiling,vus_norm,verdict,chance
0.0,1.274081582978521,1.468668014367662,1.7186820226275614,0.4751982891335901,-0.4446004396490404,1.4902076891758989,0.25773416585694314,0.171734,0.24817120107969493,0.06217241003616287,plausible,0.16666666666666666
0.2,1.328021847284387,1.487361117270111,1.7211846731443439,0.507897371852169,-0.3931628258599569,1.4860115217271017,0.2757048049388997,0.172406,0.2503074776183591,0.06861881500226193,plausible,0.16666666666666666
0.4,1.32166054284676,1.4356911067486933,1.7245302495996684,0.6049040389819168,-0.40286970675290834,1.4848082069199695,0.22152344389924203,0.17482,0.24697573201021694,0.10152444557105221,plausible,0.16666666666666666
0.6,1.3474268070423006,1.454138754866513,1.7321519303643267,0.7322776625480422,-0.38472512332202613,1.5495207104919435,0.1867658867928818,0.174698,0.2529605294049535,0.09306957735442747,plausible,0.16666666666666666
0.8,1.3098863798755196,1.4622734908114132,1.7474652667135437,0.8663040918647146,-0.43757888683802415,1.6173068000463464,0.18334790517764124,0.175876,0.2491744885186167,0.11161770031765403,plausible,0.16666666666666666
